,Kid home,Teen home,Wines,Fruits,Meat Products,Fish Products,Sweet Products,Gold Prods,Num Deals Purchases,NumWebVisitsMonth,Complain,Response,Age,Customer_Days,Income
1612,0,0,217,77,373,111,23,93,1,1,0,0,75,2429,69755
1613,1,1,24,1,10,2,0,4,2,5,0,0,51,2169,44078
1614,1,0,9,1,5,4,5,7,1,7,0,0,44,2526,30560
1615,1,1,8,0,14,2,3,7,1,5,0,0,51,2257,35924
1616,0,2,1459,0,61,0,15,215,5,5,0,1,56,2438,64140
1617,1,1,230,48,214,13,32,75,8,9,0,0,39,2769,56386
1618,1,0,1,3,6,10,0,9,1,5,0,0,41,2360,24594
1619,1,0,340,21,134,258,14,56,1,4,0,0,39,2217,75774
1620,0,0,7,1,6,0,3,3,1,4,0,0,60,2574,39228
1621,0,1,298,7,68,4,0,19,2,6,0,0,46,2358,58494
1622,0,0,479,35,179,28,7,85,1,2,0,0,39,2172,58684
1623,0,0,267,140,599,34,12,127,1,6,0,1,53,2566,57136
1624,1,1,67,4,32,17,2,16,3,4,0,0,70,2212,56551
1625,1,0,3,1,8,23,2,18,3,3,0,0,38,2282,22448
1626,0,0,980,37,265,35,163,31,1,6,0,1,59,2837,82014
1627,1,1,50,4,28,6,3,26,3,9,0,1,57,2819,34213
1628,0,1,19,0,5,0,0,8,2,6,0,0,73,2501,25358
1629,1,0,30,5,23,4,1,4,1,7,0,0,42,2272,35544
1630,0,1,213,9,76,4,3,30,3,7,0,0,66,2556,36634
1631,0,1,539,30,92,80,46,38,1,3,0,0,66,2306,62670
1632,0,1,284,16,160,84,16,134,6,6,0,0,48,2499,50334
1633,0,0,1003,34,536,134,51,34,1,2,0,1,39,2165,72066
1634,1,1,239,13,143,45,4,52,9,6,0,0,62,2582,50729
1635,2,0,51,23,82,33,0,42,4,9,0,0,52,2569,34916
1636,0,1,527,24,230,32,24,65,2,4,0,0,44,2190,64892
1637,1,1,19,5,12,10,3,19,3,6,0,0,54,2329,43602
1638,0,0,40,2,15,8,0,6,1,4,0,0,31,2450,33996
1639,1,0,21,8,20,15,3,9,1,7,0,0,35,2534,41473
1640,0,2,593,30,91,29,22,7,1,4,0,0,53,2472,63246
1641,1,1,21,5,3,10,1,7,3,2,0,0,61,2341,36732
1642,1,0,1181,107,199,39,30,30,2,8,0,0,50,2381,69084
1643,0,1,1004,59,265,115,59,27,2,6,0,1,53,2651,77766
1644,0,0,202,2,46,3,2,10,2,7,0,1,35,2493,37929
1645,0,0,446,107,768,33,196,53,1,2,0,0,69,2456,86610
1646,0,0,1184,102,673,52,40,40,1,6,0,1,34,2693,80141
1647,0,0,390,22,323,104,35,107,1,3,0,0,65,2550,72635
1648,0,1,726,53,363,123,107,161,4,5,0,0,50,2743,69016
1649,0,0,8,8,22,24,11,9,1,4,0,0,29,2737,20193
1650,1,0,50,15,110,39,15,15,4,8,0,0,45,2620,27573
1651,1,0,1,1,4,11,9,10,1,8,0,0,41,2526,15862
1652,1,0,308,0,73,0,0,23,2,7,0,0,44,2661,49544
1653,1,0,22,2,31,7,4,5,1,7,0,0,40,2316,33228
1654,0,0,690,117,499,76,102,88,1,3,0,0,42,2423,70440
1655,1,1,43,5,28,7,6,33,4,5,0,0,49,2322,38232
1656,1,1,27,0,10,0,0,4,4,5,0,0,65,2762,22554
1657,1,0,6,0,3,0,0,1,1,3,0,0,37,2184,23536
1658,0,1,205,7,41,3,2,46,2,5,0,0,68,2406,49413
1659,1,1,24,0,8,0,1,4,1,5,0,0,51,2255,42231
1660,0,0,667,50,850,21,83,83,1,2,0,1,40,2849,78789
1661,0,1,691,7,61,10,0,46,4,8,0,1,52,2500,56534
1662,0,1,493,26,206,116,80,80,4,6,0,0,49,2700,58350
1663,0,0,493,70,324,146,40,84,1,1,0,0,31,2504,81217
1664,0,1,494,5,82,7,0,100,3,7,0,0,69,2504,49090
1665,0,0,621,73,414,78,48,85,1,5,0,0,33,2517,61787
1666,1,0,9,0,5,0,0,7,1,8,0,0,35,2654,18169
1667,1,0,1,6,2,8,2,12,1,7,0,0,39,2830,24336
1668,0,0,12,4,19,12,6,14,1,8,0,0,30,2704,18222
1669,0,1,243,131,217,85,6,26,2,2,0,0,68,2561,62335
1670,1,1,11,1,4,2,0,7,1,7,0,0,49,2807,42033
1671,0,0,532,21,127,26,20,20,0,1,0,0,37,2646,86580
1672,1,1,29,0,2,0,0,1,1,7,0,0,63,2804,41437
1673,0,2,612,91,520,258,107,107,2,5,0,0,69,2275,73705
1674,0,1,387,126,342,0,45,180,5,6,0,0,44,2826,61064
1675,1,1,56,0,14,0,0,2,3,7,0,0,65,2250,38452
1676,1,0,6,8,19,16,4,4,3,7,0,0,31,2380,18358
1677,0,1,582,0,65,0,0,13,6,5,0,0,47,2259,55012
1678,1,0,6,17,16,6,16,42,4,8,0,1,47,2794,9722
1679,1,0,70,6,69,2,3,3,3,7,0,0,36,2438,38175
1680,0,1,962,12,194,16,24,12,4,6,0,0,64,2806,58656
1681,0,1,112,10,107,30,0,20,2,7,0,0,55,2841,52117
1682,1,0,293,0,124,179,97,52,1,5,0,0,42,2337,64813
1683,0,1,199,12,31,3,12,7,1,3,0,0,47,2279,54222
1684,0,0,1060,61,835,80,20,101,1,1,0,1,34,2171,83512
1685,0,1,940,44,396,0,88,58,1,4,0,1,61,2464,77520
1686,0,1,44,2,11,2,3,7,1,5,0,0,42,2605,41154
1687,0,0,342,51,936,207,35,26,1,3,0,0,54,2755,80398
1688,1,0,2,10,11,12,9,20,2,6,0,0,28,2190,18746
1689,1,0,75,12,141,43,39,187,6,8,0,0,36,2752,35196
1690,0,1,520,20,367,39,81,40,2,5,0,0,64,2564,60230
1691,1,1,5,3,9,6,2,6,2,7,0,0,43,2211,22108
1692,1,1,87,5,71,7,12,29,5,7,0,0,46,2456,44392
1693,0,1,462,61,184,10,53,107,4,6,0,1,44,2740,55424
1694,1,0,2,2,1,3,1,2,1,8,1,0,41,2691,17688
1695,0,0,979,44,935,29,25,22,1,3,0,1,37,2583,92491
1696,0,0,704,129,853,120,74,111,1,2,0,1,29,2356,90273
1697,0,0,861,31,558,62,95,79,0,2,0,0,58,2247,82571
1698,1,0,172,3,115,16,0,18,5,8,0,1,38,2311,38513
1699,1,0,5,7,31,15,4,7,3,6,0,1,41,2231,16653
1700,1,1,194,2,56,0,0,0,5,8,0,1,65,2767,42586
1701,0,1,9,7,13,3,2,20,1,6,0,0,55,2697,23529
1702,1,1,505,72,270,36,27,54,4,5,0,0,59,2637,74881
1703,0,1,533,10,217,198,174,195,2,4,0,0,69,2656,71107
1704,1,1,48,0,14,0,0,6,2,6,0,0,56,2257,46910
1705,0,0,6,1,7,23,4,19,1,8,0,0,61,2707,18690
1706,1,1,18,2,10,0,0,25,1,7,0,0,65,2587,37244
1707,0,0,482,147,509,104,107,107,1,1,0,0,54,2268,82427
1708,0,1,204,97,97,21,118,26,1,4,0,0,62,2578,75342
1709,0,1,1073,0,250,153,14,14,4,5,0,0,66,2655,70044
1710,1,1,245,16,223,21,43,16,2,6,0,0,53,2225,79146
1711,0,0,560,21,442,29,44,29,1,1,0,0,57,2374,77437
1712,0,1,173,13,131,32,3,6,4,7,0,0,61,2195,54984
1713,1,0,22,1,11,0,5,3,1,8,0,0,49,2359,42403
1714,0,1,136,1,12,0,3,32,2,6,0,0,56,2225,55761
1715,1,0,275,0,86,10,23,66,5,8,0,0,37,2596,37292
1716,0,0,56,19,29,2,14,25,1,8,0,1,75,2191,45576
1717,0,0,303,23,751,82,26,191,1,4,0,1,73,2688,70321
1718,0,1,708,7,62,0,0,15,2,8,0,0,51,2684,58086
1719,0,0,324,132,693,27,118,88,1,2,0,0,68,2770,81795
1720,0,0,1,5,3,7,4,8,1,7,0,0,73,2745,28389
1721,0,0,620,26,195,34,17,141,1,2,0,0,74,2433,66835
1722,0,1,312,21,206,102,92,149,3,5,0,0,51,2555,69901
1723,0,0,1493,86,454,112,43,43,2,2,0,0,71,2642,80360
1724,0,1,918,21,118,13,10,21,3,6,0,1,59,2780,63342
1725,0,1,98,0,106,49,10,106,5,6,0,0,46,2814,44989
1726,1,0,3,4,7,15,8,11,1,7,0,0,40,2281,31859
1727,0,1,380,0,47,6,0,34,4,8,0,1,71,2661,51569
1728,1,1,15,0,12,7,3,7,3,7,0,0,49,2710,30372
1729,1,1,3,9,4,7,8,7,4,3,0,0,41,2628,16014
1730,1,1,24,2,23,0,8,24,3,6,0,0,52,2394,41120
1731,1,0,80,1,60,4,6,16,2,9,0,1,49,2488,39763
1732,1,1,31,0,6,2,1,5,2,4,0,0,65,2209,38725
1733,1,0,138,120,204,16,126,60,3,5,0,0,48,2558,77981
1734,0,1,166,75,96,119,107,59,3,4,0,0,56,2451,62905
1735,1,0,12,3,8,8,0,17,2,7,0,0,41,2635,13533
1736,0,1,178,3,85,71,66,58,2,2,0,0,45,2408,59481
1737,0,1,707,20,171,65,60,50,1,5,0,0,43,2472,72117
1738,1,0,5,1,7,17,14,11,2,6,0,0,34,2454,21955
1739,0,1,465,71,250,93,35,62,3,6,0,0,64,2619,67131
1740,1,0,16,1,2,0,0,1,1,5,0,0,40,2172,36802
1741,0,0,358,108,413,141,97,32,1,1,0,0,38,2576,71853
1742,0,0,1,9,7,2,14,10,1,6,0,0,59,2173,28249
1743,0,1,123,1,26,2,0,72,2,7,0,0,45,2411,47808
1744,1,0,40,3,30,10,7,11,3,9,0,1,46,2808,25509
1745,0,0,102,9,63,2,9,24,1,6,0,0,74,2596,51012
1746,0,0,347,44,534,17,0,26,1,2,0,0,35,2791,70596
1747,0,0,376,53,462,168,53,53,1,0,0,0,68,2545,85431
1748,0,1,21,0,3,0,0,0,1,6,0,0,53,2262,42664
1749,1,1,194,2,56,0,0,0,5,8,0,1,65,2767,42586
1750,1,0,64,4,68,7,5,17,4,8,0,0,35,2828,29760
1751,0,0,206,0,46,3,2,12,2,8,0,0,43,2783,28973
1752,1,0,71,0,18,0,0,13,1,7,0,0,47,2486,39435
1753,0,0,71,22,112,138,89,29,1,1,0,0,36,2491,65370
1754,1,0,0,4,7,11,10,15,2,6,0,0,41,2718,20194
1755,1,1,93,1,21,0,4,25,3,5,0,0,44,2291,42473
1756,0,0,920,138,168,36,46,30,1,6,0,0,52,2782,64590
1757,0,1,653,17,170,34,26,17,2,7,0,0,61,2372,71232
1758,1,1,199,33,60,8,3,15,5,8,0,1,49,2703,34600
1759,1,1,153,4,56,0,9,31,4,8,0,0,53,2762,46904
1760,0,1,376,0,38,11,8,69,5,6,0,0,47,2805,49094
1761,1,0,46,0,30,12,1,30,1,6,0,0,37,2361,36075
1762,1,1,600,21,128,223,150,128,13,8,0,0,41,2829,60839
1763,0,1,425,115,292,23,35,79,1,3,0,0,41,2398,77298
1764,1,1,18,6,15,12,8,17,3,5,0,0,70,2487,34026
1765,1,1,52,0,9,0,0,1,2,4,0,0,57,2237,48918
1766,0,0,734,22,350,151,25,100,1,1,0,0,58,2477,82122
1767,1,0,34,6,21,11,4,8,1,6,0,0,44,2301,37697
1768,1,1,135,1,41,10,1,67,5,6,0,0,68,2510,34074
1769,1,1,11,0,10,0,2,20,1,6,0,0,60,2539,28520
1770,0,1,163,48,90,0,45,52,1,3,0,0,65,2428,62535
1771,1,0,29,3,30,3,2,9,2,6,0,0,43,2233,36273
1772,0,2,734,26,70,11,44,17,2,4,0,0,56,2182,63404
1773,1,0,340,21,134,258,14,56,1,4,0,0,39,2217,75774
1774,0,1,453,38,279,188,38,183,2,3,0,0,44,2161,78416
1775,0,1,1073,0,629,145,37,37,1,6,0,0,46,2782,75702
1776,1,1,135,0,10,0,4,36,2,5,0,0,69,2586,59385
1777,1,1,231,7,137,4,15,39,9,7,0,1,54,2625,37070
1778,1,1,18,0,5,0,0,11,2,7,0,0,69,2329,44689
1779,0,1,620,16,165,0,24,82,5,5,0,0,62,2545,53977
1780,0,2,81,4,33,5,2,291,0,0,0,0,54,2363,7144
1781,1,1,12,4,2,10,6,10,4,5,0,0,56,2549,18701
1782,0,0,292,51,981,224,23,17,1,1,0,1,64,2221,90369
1783,0,0,965,34,586,89,86,37,1,3,0,0,46,2760,63159
1784,1,1,27,2,10,0,0,1,2,8,0,0,54,2792,37758
1785,0,1,777,30,163,0,51,122,6,9,0,0,57,2749,46757
1786,0,0,572,8,232,23,62,17,1,1,0,0,51,2160,79734
1787,0,0,438,169,565,91,169,70,1,7,0,0,28,2684,63207
1788,0,1,531,69,300,150,138,150,3,2,0,0,66,2659,72071
1789,1,0,17,0,9,0,0,1,1,9,0,0,37,2502,21840
1790,0,1,402,35,106,101,77,42,2,5,0,0,38,2433,58582
1791,0,0,503,27,419,90,139,153,1,7,0,1,69,2504,72282
1792,0,2,369,9,87,12,14,34,3,5,0,0,64,2461,50387
1793,1,1,5,0,3,0,0,1,1,7,0,0,59,2173,32583
1794,0,1,362,17,398,80,35,61,3,4,0,0,58,2242,62568
1795,1,1,56,0,9,0,0,3,2,7,0,0,49,2420,44635
1796,1,1,79,1,31,4,4,12,3,6,0,0,49,2427,33316
1797,0,1,387,84,141,73,35,162,3,2,0,0,52,2483,63967
1798,0,0,367,17,241,104,188,232,2,7,0,0,42,2822,52513
1799,1,0,15,0,11,0,2,9,1,8,0,0,51,2446,25293
1800,0,1,267,6,54,8,3,50,2,5,0,0,55,2467,54111
1801,0,0,298,27,697,216,24,166,1,2,0,1,34,2658,78394
1802,0,0,674,92,736,39,0,92,1,1,0,0,62,2561,80739
1803,1,0,16,14,36,37,22,48,3,9,0,1,45,2562,22669
1804,1,0,37,4,24,16,9,9,2,9,0,0,33,2423,29236
1805,0,1,159,0,22,2,1,31,3,7,0,0,61,2630,44911
1806,0,1,686,17,142,23,26,35,8,6,0,0,58,2656,54693
1807,1,0,97,3,66,12,7,34,3,7,0,0,46,2260,48186
1808,1,1,63,6,57,13,13,22,4,4,0,1,43,2450,54809
1809,1,1,56,5,24,4,0,3,3,5,0,0,42,2725,41580
1810,0,0,209,19,456,160,142,66,1,1,0,0,50,2452,80336
1811,0,1,198,2,43,0,12,20,3,6,0,0,63,2623,47743
1812,0,1,313,15,47,20,0,192,2,6,0,0,65,2854,62972
1813,0,1,941,14,397,76,58,176,11,6,0,1,66,2804,57333
1814,1,0,86,4,56,2,4,7,3,9,0,0,38,2662,32313
1815,0,0,167,48,602,63,72,72,1,2,0,1,67,2550,84953
1816,1,0,8,3,19,0,2,3,2,6,0,0,52,2226,27071
1817,0,0,389,66,408,37,57,85,1,2,0,0,63,2461,68148
1818,1,1,239,7,119,4,15,11,5,7,0,0,55,2363,65735
1819,0,0,179,21,273,0,21,63,1,5,0,1,45,2814,86836
1820,1,1,5,0,1,1,1,1,15,19,0,0,57,2165,4023
1821,0,0,2,6,28,13,4,16,1,7,0,0,30,2515,30093
1822,0,1,383,0,53,6,4,40,3,6,0,0,54,2328,57705
1823,1,0,2,8,8,6,1,9,2,8,0,0,32,2306,25008
1824,0,0,536,27,590,38,107,67,1,6,1,1,25,2808,83257
1825,1,0,2,1,4,3,1,2,1,8,0,0,45,2565,22280
1826,0,0,322,53,899,34,40,53,1,2,0,0,42,2767,72159
1827,0,0,539,169,816,20,0,30,1,3,0,1,59,2693,64260
1828,0,0,712,50,420,65,38,38,1,4,0,1,36,2451,82733
1829,0,1,1121,0,72,0,12,12,4,6,0,0,49,2480,74290
1830,2,1,68,1,13,3,5,13,1,6,0,0,69,2748,58217
1831,0,0,36,4,18,6,2,18,1,7,0,0,44,2519,21024
1832,0,0,707,44,603,95,58,29,1,1,0,0,48,2678,70116
1833,1,0,174,77,203,6,24,97,2,7,0,0,35,2808,54006
1834,0,1,666,35,124,69,8,26,1,3,0,0,54,2758,69063
1835,0,0,0,0,0,6,2,6,1,6,0,0,45,2355,11448
1836,0,1,162,50,100,55,30,27,1,4,0,0,41,2485,61825
1837,1,0,407,70,239,103,88,53,1,2,0,0,49,2417,70886
1838,0,0,823,25,459,124,29,95,1,4,0,1,38,2756,69109
1839,1,1,488,23,71,15,0,59,11,7,0,1,47,2789,60208
1840,1,1,28,0,13,4,2,8,3,5,0,0,52,2455,32889
1841,1,0,3,2,10,3,0,2,1,6,0,0,36,2208,34738
1842,1,0,284,0,52,8,3,20,4,10,0,0,49,2795,30538
1843,0,0,938,142,754,159,81,183,1,2,0,1,43,2270,82326
1844,1,0,13,2,15,2,2,8,2,6,0,0,53,2279,26642
1845,0,1,412,172,153,150,105,57,2,4,0,0,56,2541,69932
1846,1,1,31,1,8,0,0,8,2,6,0,0,48,2233,44503
1847,0,1,502,19,132,0,6,26,6,6,0,0,72,2702,60200
1848,0,1,18,10,3,3,5,0,1,2,0,0,68,2230,49638
1849,0,0,1,8,6,4,8,16,1,7,0,0,33,2301,23830
1850,0,0,100,71,243,108,94,219,3,9,0,1,61,2841,33051
1851,0,0,407,114,445,181,165,203,1,1,0,0,62,2318,72905
1852,0,1,664,9,240,50,19,57,2,4,0,0,69,2654,69702
1853,1,0,1045,61,338,60,46,46,3,8,0,0,45,2508,70300
1854,0,0,1218,107,304,23,143,33,1,6,0,1,36,2781,70643
1855,1,0,15,0,6,0,1,12,2,7,0,1,51,2219,30396
1856,0,1,128,0,16,0,1,4,2,7,0,0,52,2231,50616
1857,0,1,581,49,157,43,8,108,1,2,0,0,51,2565,62772
1858,0,0,6,3,12,6,1,0,1,3,0,0,35,2200,30298
1859,1,0,185,8,133,56,56,12,2,7,0,0,36,2762,52413
1860,1,1,22,1,9,0,0,14,1,4,0,0,63,2320,44155
1861,0,0,584,100,835,65,83,35,1,2,0,1,49,2393,86979
1862,1,1,355,30,177,90,138,30,4,5,0,0,45,2452,76532
1863,1,0,175,10,110,54,6,27,2,6,0,0,38,2647,42081
1864,0,0,864,134,768,150,38,172,1,3,0,0,32,2826,67546
1865,0,0,957,153,612,99,95,153,1,1,0,0,31,2217,88420
1866,1,0,25,6,16,20,0,5,2,8,0,0,35,2677,31158
1867,0,1,641,7,56,0,0,28,8,8,0,0,52,2185,61671
1868,0,0,273,86,208,177,14,43,1,1,0,0,46,2193,69719
1869,0,1,122,21,43,25,10,15,2,6,0,0,71,2411,49160
1870,1,0,1,4,10,29,0,36,1,6,0,0,42,2817,24882
1871,0,0,1020,31,430,62,63,79,1,1,0,0,66,2249,90933
1872,0,0,6,2,3,1,262,3,0,1,0,0,75,2191,113734
1873,0,1,378,14,68,19,14,14,2,3,0,0,70,2540,59292
1874,1,1,42,1,18,3,0,4,2,7,0,0,56,2650,45759
1875,0,0,15,5,14,0,4,11,1,7,0,0,37,2236,22148
1876,0,0,272,7,80,20,7,11,1,2,0,0,33,2262,73395
1877,1,0,9,1,24,2,1,2,3,6,0,0,49,2407,29819
1878,0,1,279,0,18,0,0,9,2,4,0,0,52,2314,45688
1879,0,0,398,61,265,138,61,53,1,1,0,0,66,2573,62820
1880,0,1,637,47,237,12,19,76,4,5,0,0,49,2455,60491
1881,1,0,45,0,16,2,1,6,1,7,0,0,34,2303,33235
1882,0,0,21,1,9,7,3,5,1,6,0,0,61,2626,35701
1883,1,0,15,4,13,0,0,19,1,7,0,0,40,2435,31535
1884,0,0,493,183,352,184,23,28,0,0,0,0,60,2229,92556
1885,0,1,957,40,175,158,53,107,2,5,0,0,50,2755,67384
1886,0,0,829,138,430,60,92,15,1,2,0,0,49,2782,80573
1887,0,1,1017,50,500,65,50,133,3,8,0,1,53,2835,77870
1888,0,1,953,0,71,0,0,174,6,8,0,0,57,2679,52278
1889,0,1,159,0,120,0,0,137,7,8,0,1,52,2833,57107
1890,0,0,32,0,8,23,4,18,1,6,0,0,30,2657,18929
1891,1,0,23,0,15,0,2,7,2,6,0,0,39,2553,36038
1892,0,0,18,42,24,15,20,18,1,7,0,0,44,2653,20180
1893,1,1,15,0,4,0,0,2,1,7,0,0,55,2709,34230
1894,0,1,23,4,5,10,5,23,1,3,0,0,43,2166,31878
1895,0,1,200,193,100,46,185,185,2,3,0,0,48,2320,70932
1896,0,0,1324,27,119,71,108,27,0,4,0,1,64,2776,91249
1897,0,0,1193,33,281,129,66,33,1,3,0,0,77,2430,77598
1898,1,1,505,137,401,104,22,22,3,5,1,0,61,2696,80982
1899,1,0,2,4,9,0,4,5,1,5,0,0,43,2456,22701
1900,0,1,1103,0,45,0,0,34,3,8,0,0,51,2742,55212
1901,0,0,353,61,753,40,46,27,1,2,0,0,50,2530,70617
1902,0,0,652,48,350,94,84,108,1,5,0,1,63,2752,64849
1903,1,1,379,6,157,25,91,91,5,7,0,0,55,2536,62694
1904,1,1,46,4,36,2,2,1,1,5,0,0,46,2380,61917
1905,0,1,162,31,127,8,17,69,2,3,0,0,73,2433,67472
1906,1,0,8,3,19,3,3,8,3,6,0,0,38,2332,21059
1907,2,0,17,3,18,3,4,18,2,7,0,0,52,2248,29543
1908,0,1,340,108,185,130,38,100,2,3,0,0,69,2606,75903
1909,1,1,8,4,15,3,5,3,2,7,0,0,45,2820,34984
1910,0,1,154,22,202,39,30,8,5,4,0,1,64,2635,54998
1911,0,1,710,15,30,20,0,0,3,8,0,1,71,2746,54356
1912,0,1,8,2,4,0,0,1,1,5,0,0,61,2257,34242
1913,1,0,2,2,4,13,13,4,1,4,0,0,47,2461,25410
1914,0,0,1050,14,322,0,14,112,1,2,0,1,36,2302,73356
1915,0,1,19,1,14,3,2,4,1,8,0,0,70,2690,28320
1916,1,0,22,0,6,6,2,6,1,7,0,0,43,2850,23763
1917,0,0,274,83,216,151,141,224,1,1,0,0,36,2224,72570
1918,1,0,68,6,38,3,6,41,2,7,0,0,44,2812,34529
1919,0,0,344,45,654,104,11,114,2,3,0,0,69,2667,70792
1920,0,0,145,193,459,205,26,145,2,2,0,1,38,2763,63211
1921,0,1,217,38,350,111,85,15,1,1,0,0,46,2168,83891
1922,1,1,18,7,34,10,2,3,3,8,0,0,52,2614,36065
1923,0,1,69,8,26,12,7,12,2,7,0,0,66,2661,39898
1924,0,0,144,0,7,0,0,6,1,5,0,0,80,2515,51141
1925,0,1,256,34,103,90,29,49,2,3,0,0,44,2443,56939
1926,0,0,483,72,567,94,12,108,1,1,0,0,69,2207,80872
1927,0,0,1285,105,653,28,21,0,1,8,0,1,44,2844,72335
1928,0,0,338,4,89,11,8,13,1,4,0,0,56,2377,61798
1929,0,0,605,10,345,84,54,32,1,0,0,0,70,2216,76842
1930,1,0,8,0,7,3,1,1,1,6,0,0,44,2322,29478
1931,0,1,172,41,86,45,6,27,5,7,0,0,64,2774,46998
1932,0,0,448,71,951,40,17,17,1,2,0,1,30,2591,96843
1933,1,1,67,4,32,17,2,16,3,4,0,0,70,2212,56551
1934,0,1,512,53,98,81,179,89,3,5,0,0,55,2520,70053
1935,0,0,1462,16,128,0,0,160,1,6,0,1,58,2514,71670
1936,1,1,20,0,14,7,3,1,3,3,0,0,42,2171,44359
1937,1,1,50,4,44,10,10,43,3,9,0,1,68,2578,40887
1938,0,1,102,1,15,2,0,24,1,7,0,0,54,2334,48877
1939,0,0,499,149,815,173,49,49,1,3,0,0,73,2468,74485
1940,0,1,381,35,172,56,86,93,2,5,0,0,48,2409,64474
1941,0,1,631,43,239,128,76,21,2,3,0,0,57,2280,77226
1942,0,0,526,80,553,123,94,53,1,2,0,1,71,2646,72643
1943,0,0,913,26,376,17,26,13,1,1,0,0,42,2316,85738
1944,0,1,673,0,199,37,47,26,2,4,0,0,54,2659,55686
1945,1,0,23,0,9,0,0,12,1,4,0,0,37,2255,39062
1946,1,1,199,33,60,8,3,15,5,8,0,1,49,2703,34600
1947,0,1,261,23,73,4,23,50,2,7,0,0,45,2607,40794
1948,1,1,111,16,37,7,9,18,3,3,0,0,49,2393,54690
1949,0,1,16,4,12,2,4,321,0,1,0,0,51,2426,4428
1950,0,0,63,151,137,153,19,53,2,5,0,0,57,2855,32632
1951,1,1,58,0,18,2,0,10,4,7,0,0,52,2441,38236
1952,1,0,29,1,17,0,3,13,1,8,0,1,41,2239,36781
1953,1,0,3,2,12,0,1,9,1,8,0,1,36,2730,31385
1954,1,0,28,34,62,11,14,44,3,9,0,0,36,2646,24570
1955,1,0,40,3,30,10,7,11,3,9,0,1,46,2808,25509
1956,0,0,879,143,797,106,143,143,0,1,0,0,69,2296,94642
1957,0,1,62,1,44,6,5,22,1,4,0,0,58,2543,58646
1958,1,1,280,7,81,20,0,27,8,7,0,0,45,2661,53201
1959,0,1,9,0,6,3,1,3,1,5,0,0,63,2711,21994
1960,1,1,182,4,33,0,2,42,6,7,0,0,42,2667,57113
1961,0,0,83,2,101,64,26,117,1,4,0,0,29,2531,51373
1962,1,0,38,15,54,3,8,29,3,8,0,0,34,2410,23477
1963,0,1,228,19,130,4,11,51,2,2,0,0,64,2236,58116
1964,0,0,1092,37,592,145,37,55,1,3,0,1,57,2354,72968
1965,0,1,85,15,27,13,13,21,2,7,0,0,49,2617,39791
1966,0,0,1276,24,746,94,29,48,0,3,0,1,73,2414,91712
1967,0,1,1017,33,417,108,100,16,1,5,0,0,62,2246,94472
1968,1,1,6,2,9,2,1,5,2,8,0,0,60,2597,13672
1969,0,0,448,21,125,52,101,62,0,2,0,1,40,2196,96547
1970,0,0,504,23,117,179,28,44,1,4,0,1,45,2828,79205
1971,0,1,226,22,133,41,31,31,3,4,0,0,45,2710,56559
1972,1,0,239,3,141,0,7,23,4,8,0,0,47,2688,32644
1973,0,1,90,38,67,33,36,67,1,3,0,0,40,2337,67506
1974,1,0,7,2,8,3,2,3,1,6,0,0,50,2637,24206
1975,1,0,4,2,5,2,0,0,1,6,0,0,53,2346,28420
1976,1,0,16,17,19,20,21,22,3,8,0,1,50,2820,22979
1977,0,0,10,3,3,0,0,0,1,3,0,0,54,2176,33279
1978,1,1,68,0,16,0,0,8,3,7,0,0,48,2443,46423
1979,0,1,35,0,13,2,0,2,2,8,0,0,43,2393,30368
1980,0,1,575,80,428,208,93,80,3,5,0,0,50,2739,63684
1981,0,1,315,0,31,4,0,91,4,8,0,0,56,2660,41638
1982,0,1,182,2,49,17,13,20,1,2,0,0,61,2444,68805
1983,0,1,561,14,113,10,14,35,3,5,0,0,54,2278,65814
1984,0,0,587,51,932,180,34,86,1,3,0,0,62,2564,71964
1985,1,0,94,1,33,13,12,12,3,8,0,0,34,2659,39146
1986,0,0,908,43,735,40,194,21,1,2,0,1,43,2486,96876
1987,0,0,228,122,122,208,129,30,6,9,0,0,39,2677,34445
1988,0,0,995,112,417,42,48,41,1,5,0,1,62,2850,68281
1989,1,1,11,1,2,2,1,6,1,6,0,0,45,2616,37284
1990,0,0,3,3,14,15,21,10,1,9,0,1,37,2644,36790
1991,1,1,12,1,16,4,1,3,3,8,0,0,53,2599,27943
1992,1,1,17,0,2,0,0,2,2,6,1,0,69,2250,22263
1993,1,2,8,0,5,0,3,6,1,8,0,0,48,2801,30261
1994,1,0,22,4,17,12,10,13,3,6,0,0,42,2296,28587
1995,1,0,14,10,29,4,7,15,1,6,0,0,38,2609,43815
1996,1,1,106,27,68,52,7,5,6,6,0,0,64,2318,48195
1997,0,1,820,57,242,45,0,11,2,4,0,0,68,2303,77027
1998,0,1,753,43,226,69,10,204,2,4,0,0,55,2657,71322
1999,1,0,13,3,17,7,3,3,2,5,0,0,41,2285,32765
2000,1,1,9,1,3,0,4,8,1,6,0,0,55,2633,29672
2001,0,0,19,3,6,4,2,12,1,4,0,0,67,2414,23272
2002,0,1,520,8,223,32,49,42,4,8,0,1,71,2819,49912
2003,1,0,5,17,17,13,14,34,4,9,0,0,35,2856,7500
2004,0,1,618,44,215,0,17,36,2,6,0,1,73,2635,68117
2005,0,1,315,35,322,46,7,143,3,5,0,0,65,2374,67225
2006,1,0,15,1,23,0,5,1,3,8,0,0,44,2388,17649
2007,0,1,384,60,364,119,101,232,4,7,0,0,45,2585,55914
